	BLASTX_swissprot
TRINITY_DN8715_c6_g1	"YL54B_YEAST^YL54B_YEAST^Q:211-306,H:21-52^84.375%ID^E:3.39e-11^RecName: Full=Putative uncharacterized protein YLR154W-B;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces`YL54B_YEAST^YL54B_YEAST^Q:155-208,H:1-18^88.889%ID^E:3.39e-11^RecName: Full=Putative uncharacterized protein YLR154W-B;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN8543_c5_g2	"PDI12_ARATH^PDI12_ARATH^Q:158-3,H:26-77^76.923%ID^E:7.2e-20^RecName: Full=Protein disulfide isomerase-like 1-2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7195_c0_g2	.
TRINITY_DN6692_c2_g3	.
TRINITY_DN9608_c1_g1	.
TRINITY_DN12252_c0_g1	.
TRINITY_DN5980_c0_g4	"MOR1_ARATH^MOR1_ARATH^Q:160-2,H:960-1007^50.943%ID^E:2.2e-09^RecName: Full=Protein MOR1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9206_c1_g1	.
TRINITY_DN7796_c2_g2	"SQD2_ARATH^SQD2_ARATH^Q:421-555,H:246-290^73.333%ID^E:4.39e-14^RecName: Full=Sulfoquinovosyl transferase SQD2 {ECO:0000303|PubMed:11960029};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN16452_c0_g1	.
TRINITY_DN4192_c0_g1	.
TRINITY_DN15243_c0_g1	"RNHX1_ARATH^RNHX1_ARATH^Q:195-413,H:526-602^28.571%ID^E:8.16e-07^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`RNHX1_ARATH^RNHX1_ARATH^Q:38-157,H:466-506^39.024%ID^E:8.16e-07^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6741_c2_g4	.
TRINITY_DN6241_c0_g1	.
TRINITY_DN12776_c0_g1	.
TRINITY_DN9011_c9_g1	.
TRINITY_DN536_c0_g1	"ICIS_VICFA^ICIS_VICFA^Q:180-368,H:1-62^65.079%ID^E:6.66e-19^RecName: Full=Subtilisin inhibitor;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Vicia"
TRINITY_DN7582_c8_g1	"ENO2_HEVBR^ENO2_HEVBR^Q:2-589,H:250-445^92.857%ID^E:1.83e-130^RecName: Full=Enolase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Crotonoideae; Micrandreae; Hevea"
TRINITY_DN15172_c0_g1	"CINV2_ARATH^CINV2_ARATH^Q:270-476,H:280-348^71.014%ID^E:2e-28^RecName: Full=Alkaline/neutral invertase CINV2 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN14992_c0_g1	.
TRINITY_DN14433_c0_g1	.
TRINITY_DN4567_c0_g1	.
TRINITY_DN7824_c1_g2	.
TRINITY_DN1346_c0_g1	.
TRINITY_DN5667_c0_g1	.
TRINITY_DN6469_c2_g1	"ECA1_ARATH^ECA1_ARATH^Q:520-711,H:755-818^89.062%ID^E:1.17e-29^RecName: Full=Calcium-transporting ATPase 1, endoplasmic reticulum-type;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN661_c0_g1	.
TRINITY_DN8576_c4_g3	.
TRINITY_DN6038_c2_g8	.
TRINITY_DN7426_c6_g2	"FMO1_ARATH^FMO1_ARATH^Q:438-37,H:13-144^42.647%ID^E:1.53e-22^RecName: Full=Probable flavin-containing monooxygenase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8680_c5_g2	"Y1150_ARATH^Y1150_ARATH^Q:3-746,H:560-804^59.274%ID^E:1.75e-94^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At1g61500;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9285_c3_g2	"SAU78_ARATH^SAU78_ARATH^Q:397-107,H:1-75^38.384%ID^E:2.48e-12^RecName: Full=Auxin-responsive protein SAUR78 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5724_c3_g2	.
TRINITY_DN6846_c1_g2	"IFRH_LUPAL^IFRH_LUPAL^Q:86-709,H:1-208^80.288%ID^E:8.69e-123^RecName: Full=Isoflavone reductase homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Genisteae; Lupinus"
TRINITY_DN8209_c2_g2	"GRF6_ORYSJ^GRF6_ORYSJ^Q:1569-364,H:148-561^48.357%ID^E:2.25e-100^RecName: Full=Growth-regulating factor 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN6840_c3_g2	"CSLG1_ARATH^CSLG1_ARATH^Q:2-340,H:512-624^28.319%ID^E:2.05e-14^RecName: Full=Cellulose synthase-like protein G1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9680_c4_g1	.
TRINITY_DN5785_c1_g1	.
TRINITY_DN8580_c1_g1	"Y1639_ARATH^Y1639_ARATH^Q:134-1873,H:44-603^41.126%ID^E:9.65e-149^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At1g61390;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6671_c4_g1	"Y3264_ARATH^Y3264_ARATH^Q:1078-1422,H:347-457^34.783%ID^E:2.47e-10^RecName: Full=Putative UPF0481 protein At3g02645;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7919_c2_g1	"BGL24_ORYSJ^BGL24_ORYSJ^Q:1678-320,H:28-502^49.266%ID^E:2.73e-171^RecName: Full=Beta-glucosidase 24;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN8885_c3_g4	"UBQ11_ARATH^UBQ11_ARATH^Q:444-1,H:50-197^99.324%ID^E:8e-102^RecName: Full=Polyubiquitin 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`UBQ11_ARATH^UBQ11_ARATH^Q:363-1,H:1-121^99.174%ID^E:2.16e-80^RecName: Full=Polyubiquitin 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`UBQ11_ARATH^UBQ11_ARATH^Q:444-133,H:126-229^98.077%ID^E:2.26e-67^RecName: Full=Polyubiquitin 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6561_c0_g2	"NSF2_DROME^NSF2_DROME^Q:158-3,H:279-332^50%ID^E:4.37e-11^RecName: Full=Vesicle-fusing ATPase 2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora`NSF2_DROME^NSF2_DROME^Q:223-131,H:223-253^45.161%ID^E:4.37e-11^RecName: Full=Vesicle-fusing ATPase 2;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"
TRINITY_DN8203_c2_g1	"RSI1_SOLLC^RSI1_SOLLC^Q:436-152,H:1-96^73.958%ID^E:4.1e-32^RecName: Full=Protein RSI-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN9535_c9_g1	.
TRINITY_DN7310_c1_g3	.
TRINITY_DN8398_c1_g1	"PPA1_ARATH^PPA1_ARATH^Q:909-1,H:8-310^65.347%ID^E:3.47e-146^RecName: Full=Probable inactive purple acid phosphatase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9234_c2_g1	.
TRINITY_DN6517_c2_g1	"MTEF1_ARATH^MTEF1_ARATH^Q:808-107,H:35-269^33.603%ID^E:4.76e-35^RecName: Full=Transcription termination factor MTEF1, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9399_c3_g2	"ZFP34_ARATH^ZFP34_ARATH^Q:974-144,H:12-287^70.758%ID^E:5.15e-148^RecName: Full=E3 ubiquitin-protein ligase RZFP34 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8110_c2_g1	.
TRINITY_DN5348_c0_g2	"PIEZO_ARATH^PIEZO_ARATH^Q:2-1216,H:474-879^70.936%ID^E:4.54e-172^RecName: Full=Piezo-type mechanosensitive ion channel homolog;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5872_c1_g1	"CUL1_ARATH^CUL1_ARATH^Q:116-409,H:4-102^53.535%ID^E:2.54e-24^RecName: Full=Cullin-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6615_c1_g1	"DEF_NELNU^DEF_NELNU^Q:84-266,H:1-57^59.016%ID^E:6.26e-11^RecName: Full=Defensin-like protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Proteales; Nelumbonaceae; Nelumbo"
TRINITY_DN8431_c1_g1	"CXE18_ARATH^CXE18_ARATH^Q:68-1024,H:10-328^49.846%ID^E:2.68e-98^RecName: Full=Probable carboxylesterase 18;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8509_c2_g1	"TPSGD_VITVI^TPSGD_VITVI^Q:211-5,H:136-204^68.116%ID^E:7.71e-25^RecName: Full=(-)-germacrene D synthase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis"
TRINITY_DN9095_c3_g1	"RRT15_YEAST^RRT15_YEAST^Q:130-2,H:1-43^93.023%ID^E:7.73e-23^RecName: Full=Regulator of rDNA transcription protein 15;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN15362_c0_g1	.
TRINITY_DN9479_c2_g1	.
TRINITY_DN9289_c8_g1	"NLP6_ARATH^NLP6_ARATH^Q:1161-49,H:107-480^42.037%ID^E:1.57e-70^RecName: Full=Protein NLP6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN14320_c0_g1	.
TRINITY_DN9358_c2_g1	.
TRINITY_DN6337_c0_g1	.
TRINITY_DN8887_c1_g1	"PPA1_SOLLC^PPA1_SOLLC^Q:814-176,H:43-254^38.967%ID^E:1.1e-53^RecName: Full=Acid phosphatase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN8141_c5_g1	"SCGT_TOBAC^SCGT_TOBAC^Q:46-1482,H:2-471^57.173%ID^E:0^RecName: Full=Scopoletin glucosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN9165_c5_g1	"HST_ARATH^HST_ARATH^Q:3-152,H:162-210^70%ID^E:1.13e-17^RecName: Full=Shikimate O-hydroxycinnamoyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9636_c3_g1	"CSE_ARATH^CSE_ARATH^Q:173-1072,H:24-323^34.323%ID^E:2.77e-56^RecName: Full=Caffeoylshikimate esterase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6918_c1_g2	"C87A3_ORYSJ^C87A3_ORYSJ^Q:202-1560,H:57-514^41.522%ID^E:8.35e-134^RecName: Full=Cytochrome P450 87A3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN6092_c1_g1	"GLO2_ARATH^GLO2_ARATH^Q:865-245,H:162-367^84.058%ID^E:9.83e-125^RecName: Full=(S)-2-hydroxy-acid oxidase GLO2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9615_c2_g1	"APRR9_ARATH^APRR9_ARATH^Q:90-248,H:415-467^75.472%ID^E:1.42e-17^RecName: Full=Two-component response regulator-like APRR9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7621_c5_g2	.
TRINITY_DN7485_c0_g2	"SEOB_ARATH^SEOB_ARATH^Q:2317-239,H:24-729^41.864%ID^E:0^RecName: Full=Protein SIEVE ELEMENT OCCLUSION B {ECO:0000303|PubMed:20932300};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8369_c2_g2	.
TRINITY_DN4416_c0_g1	"Y1059_MYCMM^Y1059_MYCMM^Q:1006-452,H:76-258^29.412%ID^E:2.34e-18^RecName: Full=Putative S-adenosyl-L-methionine-dependent methyltransferase MMAR_1059;^Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium"
TRINITY_DN8101_c2_g1	.
TRINITY_DN6908_c1_g3	"RBK1_ARATH^RBK1_ARATH^Q:281-3,H:246-338^51.613%ID^E:6.22e-26^RecName: Full=Receptor-like cytosolic serine/threonine-protein kinase RBK1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8826_c3_g1	"OHP2_ARATH^OHP2_ARATH^Q:194-484,H:38-141^61.538%ID^E:6.31e-27^RecName: Full=Light-harvesting complex-like protein OHP2, chloroplastic {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8245_c3_g4	"PER4_VITVI^PER4_VITVI^Q:714-1,H:1-238^73.109%ID^E:7.04e-125^RecName: Full=Peroxidase 4 {ECO:0000250|UniProtKB:Q42578};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis"
TRINITY_DN5566_c2_g3	.
TRINITY_DN9027_c0_g1	"HS181_ARATH^HS181_ARATH^Q:40-267,H:84-159^82.895%ID^E:3.84e-32^RecName: Full=18.1 kDa class I heat shock protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN14791_c0_g1	"ARG7_VIGRR^ARG7_VIGRR^Q:134-361,H:8-82^69.737%ID^E:9.26e-32^RecName: Full=Indole-3-acetic acid-induced protein ARG7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Vigna"
TRINITY_DN7524_c0_g4	"XXT5_ARATH^XXT5_ARATH^Q:109-1050,H:47-361^75.316%ID^E:5.36e-179^RecName: Full=Probable xyloglucan 6-xylosyltransferase 5 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8371_c4_g1	.
TRINITY_DN8042_c2_g1	.
TRINITY_DN9279_c2_g2	"VATC_ARATH^VATC_ARATH^Q:450-316,H:94-138^82.222%ID^E:1.37e-17^RecName: Full=V-type proton ATPase subunit C;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`VATC_ARATH^VATC_ARATH^Q:311-150,H:319-374^69.643%ID^E:3.23e-13^RecName: Full=V-type proton ATPase subunit C;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6135_c0_g1	"TIP11_ORYSJ^TIP11_ORYSJ^Q:7-174,H:78-133^71.429%ID^E:1.35e-27^RecName: Full=Probable aquaporin TIP1-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa`TIP11_ORYSJ^TIP11_ORYSJ^Q:173-277,H:132-165^80%ID^E:1.35e-27^RecName: Full=Probable aquaporin TIP1-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN6214_c1_g5	"MARD1_ARATH^MARD1_ARATH^Q:219-347,H:220-262^44.186%ID^E:1.54e-07^RecName: Full=Protein MARD1 {ECO:0000303|PubMed:15159630};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6230_c0_g1	"SCP45_ARATH^SCP45_ARATH^Q:570-280,H:202-298^58.763%ID^E:2.26e-32^RecName: Full=Serine carboxypeptidase-like 45;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`SCP45_ARATH^SCP45_ARATH^Q:272-3,H:343-432^64.444%ID^E:2.98e-32^RecName: Full=Serine carboxypeptidase-like 45;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9471_c1_g1	.
TRINITY_DN9763_c4_g1	.
TRINITY_DN5577_c2_g3	.
TRINITY_DN2641_c0_g1	.
TRINITY_DN9187_c1_g2	"DMR6_ARATH^DMR6_ARATH^Q:717-1,H:37-271^43.75%ID^E:6.26e-67^RecName: Full=Protein DOWNY MILDEW RESISTANCE 6 {ECO:0000303|PubMed:15986928};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8647_c3_g2	.
TRINITY_DN3612_c0_g1	"TNI3K_PONAB^TNI3K_PONAB^Q:465-7,H:75-220^29.412%ID^E:1.21e-08^RecName: Full=Serine/threonine-protein kinase TNNI3K;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo"
TRINITY_DN12293_c0_g1	"VPE_SOYBN^VPE_SOYBN^Q:77-448,H:353-478^45.669%ID^E:3.82e-30^RecName: Full=Vacuolar-processing enzyme;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
TRINITY_DN7224_c2_g2	.
TRINITY_DN2020_c0_g1	"NSE4A_ARATH^NSE4A_ARATH^Q:6-776,H:83-335^55.253%ID^E:3.06e-94^RecName: Full=Non-structural maintenance of chromosomes element 4 homolog A;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6961_c1_g2	.
TRINITY_DN6844_c1_g2	.
TRINITY_DN5859_c2_g1	"JGB_ARATH^JGB_ARATH^Q:896-372,H:109-268^45.143%ID^E:4.59e-50^RecName: Full=Protein JINGUBANG {ECO:0000303|PubMed:27468890};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`JGB_ARATH^JGB_ARATH^Q:366-4,H:272-376^35.772%ID^E:4.59e-50^RecName: Full=Protein JINGUBANG {ECO:0000303|PubMed:27468890};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
